ms_sub_class,ms_zoning,lot_frontage,lot_area,alley,lot_shape,land_contour,lot_config,neighborhood,condition1,bldg_type,house_style,overall_qual,overall_cond,roof_style,exterior1st,exterior2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,fence,mo_sold,yr_sold,sale_type,sale_condition,sale_price,age,remod_age,garage_age
50.0,RL,75.0,45600.0,none,2.0,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,6.0,8.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,907.0,907.0,3.0,1.0,SBrkr,1307.0,1051.0,2358.0,0.0,0.0,3.0,0.0,5.0,3.0,10.0,8.0,1.0,4.0,Detchd,1.0,2.0,360.0,2.0,2.0,486.0,40.0,0.0,175.0,none,sep,eight,WD,Normal,240000.0,100.0,11.0,100.0
80.0,RL,80.0,9600.0,none,4.0,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6.0,7.0,Hip,Plywood,Plywood,BrkFace,360.0,4.0,4.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,528.0,528.0,5.0,1.0,SBrkr,1094.0,761.0,1855.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,8.0,1.0,3.0,Attchd,2.0,2.0,512.0,3.0,2.0,113.0,100.0,0.0,0.0,none,aug,seven,WD,Normal,187000.0,31.0,13.0,31.0
120.0,RM,36.0,4435.0,none,4.0,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6.0,5.0,Gable,VinylSd,VinylSd,BrkFace,170.0,4.0,3.0,PConc,4.0,3.0,2,GLQ,659.0,Unf,0.0,189.0,848.0,5.0,1.0,SBrkr,848.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,8.0,0.0,0.0,Attchd,3.0,2.0,420.0,3.0,2.0,140.0,0.0,0.0,0.0,none,nov,seven,WD,Normal,131500.0,4.0,4.0,4.0
120.0,RL,0.0,3196.0,none,4.0,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8.0,5.0,Gable,VinylSd,VinylSd,BrkFace,40.0,4.0,3.0,PConc,4.0,3.0,3,Unf,0.0,Unf,0.0,1273.0,1273.0,5.0,1.0,SBrkr,1456.0,0.0,1456.0,0.0,0.0,2.0,0.0,2.0,4.0,7.0,8.0,1.0,3.0,Attchd,3.0,2.0,400.0,3.0,2.0,143.0,20.0,0.0,0.0,none,may,six,WD,Normal,215000.0,3.0,3.0,3.0
75.0,RL,53.0,7128.0,none,4.0,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7.0,5.0,Gable,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,No,Rec,364.0,Unf,0.0,554.0,918.0,4.0,1.0,SBrkr,918.0,728.0,1646.0,0.0,0.0,2.0,0.0,4.0,3.0,7.0,8.0,2.0,4.0,Detchd,1.0,1.0,240.0,3.0,2.0,0.0,0.0,0.0,126.0,MnPrv,aug,seven,WD,Normal,164000.0,66.0,57.0,66.0
80.0,RL,0.0,12095.0,none,3.0,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6.0,6.0,Gable,MetalSd,HdBoard,BrkFace,115.0,3.0,4.0,CBlock,3.0,3.0,3,Rec,564.0,Unf,0.0,563.0,1127.0,3.0,1.0,SBrkr,1445.0,0.0,1445.0,0.0,0.0,1.0,1.0,3.0,3.0,7.0,8.0,1.0,2.0,Attchd,2.0,2.0,645.0,3.0,2.0,180.0,0.0,0.0,0.0,MnPrv,aug,nine,WD,Normal,158000.0,45.0,45.0,45.0
20.0,RL,102.0,17920.0,none,4.0,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5.0,4.0,Hip,Wd Sdng,Plywood,None,0.0,3.0,3.0,CBlock,3.0,3.0,1,ALQ,306.0,Rec,1085.0,372.0,1763.0,3.0,1.0,SBrkr,1779.0,0.0,1779.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,1.0,4.0,Attchd,1.0,2.0,454.0,3.0,2.0,0.0,418.0,0.0,312.0,none,jul,six,WD,Abnorml,170000.0,51.0,32.0,51.0
20.0,RL,0.0,6897.0,none,3.0,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5.0,8.0,Gable,HdBoard,HdBoard,None,0.0,3.0,4.0,CBlock,3.0,3.0,No,ALQ,659.0,Unf,0.0,381.0,1040.0,5.0,1.0,SBrkr,1040.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,0.0,0.0,Detchd,1.0,1.0,260.0,3.0,2.0,0.0,104.0,0.0,0.0,none,apr,ten,WD,Normal,127000.0,48.0,0.0,48.0
80.0,RL,0.0,10970.0,none,3.0,Low,Inside,CollgCr,Norm,1Fam,SLvl,6.0,6.0,Gable,Plywood,HdBoard,None,0.0,3.0,3.0,CBlock,4.0,4.0,3,GLQ,505.0,LwQ,435.0,0.0,940.0,3.0,1.0,SBrkr,1026.0,0.0,1026.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,2.0,576.0,3.0,2.0,0.0,0.0,34.0,0.0,MnPrv,oct,eight,WD,Normal,147000.0,30.0,30.0,27.0
60.0,RL,65.0,8125.0,none,4.0,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6.0,5.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,702.0,702.0,4.0,1.0,SBrkr,702.0,779.0,1481.0,0.0,0.0,2.0,1.0,3.0,3.0,6.0,8.0,1.0,3.0,Attchd,3.0,2.0,343.0,3.0,2.0,0.0,36.0,0.0,0.0,none,mar,nine,WD,Normal,174000.0,15.0,14.0,15.0
20.0,RL,80.0,10400.0,none,4.0,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7.0,5.0,Gable,HdBoard,HdBoard,BrkFace,189.0,3.0,3.0,CBlock,4.0,3.0,No,Unf,0.0,Unf,0.0,1090.0,1090.0,3.0,1.0,SBrkr,1370.0,0.0,1370.0,0.0,0.0,2.0,0.0,3.0,3.0,6.0,8.0,1.0,3.0,Attchd,2.0,2.0,479.0,3.0,2.0,0.0,0.0,0.0,0.0,MnPrv,jun,nine,WD,Family,152000.0,33.0,33.0,33.0
60.0,RL,0.0,11029.0,none,3.0,Lvl,Corner,NWAmes,PosA,1Fam,2Story,6.0,7.0,Gable,HdBoard,HdBoard,BrkFace,220.0,3.0,3.0,CBlock,3.0,3.0,1,BLQ,619.0,Unf,0.0,435.0,1054.0,3.0,1.0,SBrkr,1512.0,1142.0,2654.0,1.0,0.0,2.0,1.0,4.0,4.0,9.0,8.0,1.0,4.0,Attchd,1.0,2.0,619.0,3.0,2.0,0.0,65.0,0.0,222.0,none,aug,six,WD,Normal,250000.0,38.0,22.0,38.0
50.0,RL,55.0,7642.0,none,4.0,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7.0,8.0,Gable,Wd Sdng,Wd Sdng,None,0.0,4.0,3.0,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,912.0,912.0,4.0,1.0,SBrkr,912.0,514.0,1426.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,8.0,1.0,4.0,Detchd,1.0,1.0,216.0,3.0,2.0,0.0,240.0,0.0,0.0,GdPrv,jun,seven,WD,Normal,189950.0,89.0,9.0,82.0
190.0,RL,75.0,11625.0,none,4.0,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,5.0,4.0,Hip,Plywood,HdBoard,None,0.0,3.0,3.0,PConc,3.0,3.0,1,BLQ,841.0,Unf,0.0,198.0,1039.0,5.0,1.0,SBrkr,1039.0,0.0,1039.0,1.0,0.0,1.0,1.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,2.0,504.0,3.0,2.0,0.0,0.0,0.0,0.0,none,apr,ten,WD,Normal,131500.0,45.0,45.0,45.0
20.0,RL,81.0,9672.0,none,4.0,Lvl,Corner,SawyerW,Norm,1Fam,1Story,6.0,5.0,Hip,HdBoard,Plywood,None,0.0,3.0,3.0,PConc,4.0,3.0,No,GLQ,338.0,Unf,0.0,702.0,1040.0,3.0,1.0,SBrkr,1097.0,0.0,1097.0,0.0,0.0,2.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,2.0,480.0,3.0,2.0,0.0,0.0,0.0,0.0,GdPrv,may,ten,WD,Normal,152000.0,26.0,25.0,24.0
20.0,RL,70.0,7931.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,5.0,Hip,BrkFace,Plywood,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,1148.0,Unf,0.0,0.0,1148.0,3.0,1.0,SBrkr,1148.0,0.0,1148.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,1.0,672.0,3.0,2.0,0.0,0.0,0.0,0.0,GdPrv,jul,nine,WD,Normal,132500.0,50.0,50.0,50.0
20.0,FV,72.0,8640.0,none,4.0,Lvl,Inside,Somerst,Norm,1Fam,1Story,7.0,5.0,Gable,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,5.0,3.0,No,Unf,0.0,Unf,0.0,1372.0,1372.0,5.0,1.0,SBrkr,1372.0,0.0,1372.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,0.0,0.0,Attchd,3.0,2.0,529.0,3.0,2.0,0.0,140.0,0.0,0.0,none,may,eight,New,Partial,250580.0,1.0,0.0,0.0
20.0,RL,0.0,8750.0,none,3.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,6.0,Gable,MetalSd,MetalSd,BrkFace,76.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,828.0,Unf,0.0,174.0,1002.0,3.0,1.0,SBrkr,1002.0,0.0,1002.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,2.0,902.0,3.0,2.0,0.0,0.0,0.0,0.0,MnPrv,aug,nine,WD,Normal,148500.0,39.0,39.0,36.0
20.0,RL,67.0,10656.0,none,3.0,HLS,Inside,Timber,Norm,1Fam,1Story,8.0,5.0,Gable,VinylSd,VinylSd,Stone,274.0,4.0,3.0,PConc,4.0,3.0,2,Unf,0.0,Unf,0.0,1638.0,1638.0,5.0,1.0,SBrkr,1646.0,0.0,1646.0,0.0,0.0,2.0,0.0,3.0,4.0,6.0,8.0,1.0,4.0,Attchd,2.0,3.0,870.0,3.0,2.0,192.0,80.0,0.0,0.0,none,nov,seven,New,Partial,248900.0,1.0,0.0,0.0
20.0,RL,85.0,6970.0,none,4.0,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,4.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,ALQ,932.0,Unf,0.0,108.0,1040.0,3.0,1.0,SBrkr,1120.0,0.0,1120.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0,8.0,0.0,0.0,Attchd,2.0,2.0,544.0,3.0,2.0,168.0,0.0,0.0,0.0,none,may,seven,WD,Normal,129000.0,46.0,46.0,46.0
60.0,RL,0.0,14762.0,none,2.0,Lvl,Corner,Gilbert,Feedr,1Fam,2Story,5.0,6.0,Gable,Plywood,Plywood,None,0.0,3.0,3.0,Slab,0.0,0.0,0,none,0.0,none,0.0,0.0,0.0,4.0,1.0,SBrkr,1547.0,720.0,2320.0,0.0,0.0,2.0,0.0,2.0,3.0,7.0,8.0,1.0,3.0,Attchd,1.0,2.0,672.0,3.0,1.0,120.0,144.0,0.0,0.0,none,may,six,WD,Normal,169000.0,58.0,56.0,27.0
60.0,RL,80.0,9938.0,none,4.0,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7.0,5.0,Gable,MetalSd,MetalSd,BrkFace,246.0,4.0,3.0,PConc,4.0,3.0,No,GLQ,750.0,Unf,0.0,300.0,1050.0,5.0,1.0,SBrkr,1062.0,887.0,1949.0,1.0,0.0,2.0,1.0,3.0,4.0,8.0,8.0,1.0,3.0,Attchd,3.0,2.0,574.0,3.0,2.0,156.0,90.0,0.0,0.0,GdPrv,jun,ten,WD,Normal,236000.0,17.0,16.0,17.0
20.0,RL,60.0,6600.0,none,4.0,Lvl,Inside,NAmes,PosN,1Fam,1Story,5.0,5.0,Hip,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,894.0,894.0,4.0,0.0,SBrkr,894.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,1.0,308.0,3.0,2.0,0.0,0.0,0.0,0.0,none,aug,nine,WD,Normal,109500.0,47.0,47.0,47.0
60.0,RL,70.0,8750.0,none,4.0,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,BrkFace,116.0,3.0,3.0,PConc,4.0,3.0,No,GLQ,505.0,Unf,0.0,299.0,804.0,5.0,1.0,SBrkr,804.0,878.0,1682.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,0.0,0.0,Attchd,2.0,2.0,523.0,3.0,2.0,0.0,77.0,0.0,0.0,none,jun,ten,WD,Normal,200500.0,12.0,12.0,12.0
20.0,RL,74.0,8892.0,none,4.0,Lvl,Corner,NAmes,Norm,1Fam,1Story,5.0,7.0,Gable,WdShing,Wd Shng,None,0.0,4.0,3.0,Stone,3.0,3.0,2,Unf,0.0,Unf,0.0,105.0,105.0,4.0,1.0,SBrkr,910.0,0.0,910.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,8.0,0.0,0.0,Attchd,1.0,2.0,414.0,3.0,2.0,196.0,0.0,150.0,0.0,GdWo,oct,eight,WD,Normal,116000.0,55.0,12.0,55.0
40.0,RL,60.0,12144.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,7.0,Gable,HdBoard,HdBoard,None,0.0,4.0,3.0,CBlock,3.0,3.0,No,Rec,375.0,Unf,0.0,457.0,832.0,4.0,1.0,SBrkr,1036.0,0.0,1268.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,4.0,Attchd,1.0,1.0,288.0,3.0,2.0,0.0,28.0,0.0,0.0,none,sep,nine,WD,Normal,133000.0,60.0,59.0,60.0
50.0,RM,52.0,5720.0,none,4.0,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5.0,6.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,676.0,676.0,5.0,1.0,SBrkr,676.0,455.0,1131.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,8.0,0.0,0.0,Detchd,1.0,1.0,200.0,3.0,2.0,26.0,0.0,0.0,0.0,none,aug,nine,WD,Abnorml,66500.0,68.0,59.0,68.0
60.0,FV,75.0,9000.0,none,4.0,Lvl,Inside,Somerst,Norm,1Fam,2Story,8.0,5.0,Gable,CemntBd,CmentBd,None,0.0,4.0,3.0,PConc,4.0,3.0,2,GLQ,64.0,Unf,0.0,1120.0,1184.0,5.0,1.0,SBrkr,1184.0,1426.0,2610.0,0.0,0.0,2.0,1.0,4.0,5.0,11.0,8.0,1.0,4.0,BuiltIn,3.0,2.0,550.0,3.0,2.0,208.0,364.0,0.0,0.0,none,aug,seven,New,Partial,303477.0,0.0,0.0,0.0
20.0,RL,94.0,25286.0,none,4.0,HLS,Inside,Mitchel,Norm,1Fam,1Story,4.0,5.0,Gable,HdBoard,Plywood,None,0.0,3.0,3.0,PConc,3.0,3.0,3,ALQ,633.0,Unf,0.0,431.0,1064.0,4.0,1.0,SBrkr,1040.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Attchd,1.0,2.0,648.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jan,seven,WD,Normal,132250.0,44.0,44.0,44.0
60.0,RL,74.0,8834.0,none,4.0,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9.0,5.0,Hip,VinylSd,VinylSd,Stone,216.0,4.0,3.0,PConc,5.0,3.0,No,GLQ,1170.0,Unf,0.0,292.0,1462.0,5.0,1.0,SBrkr,1462.0,762.0,2224.0,1.0,0.0,2.0,1.0,4.0,5.0,10.0,8.0,1.0,4.0,Attchd,3.0,3.0,738.0,3.0,2.0,184.0,0.0,0.0,0.0,none,jun,nine,WD,Normal,350000.0,5.0,4.0,5.0
85.0,RL,88.0,11782.0,none,3.0,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,5.0,7.0,Gable,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,2,ALQ,899.0,Unf,0.0,210.0,1109.0,3.0,1.0,SBrkr,1155.0,0.0,1155.0,1.0,0.0,1.0,0.0,3.0,4.0,6.0,6.0,0.0,0.0,Detchd,1.0,2.0,576.0,3.0,2.0,192.0,0.0,0.0,0.0,MnPrv,jun,ten,WD,Normal,148000.0,49.0,15.0,23.0
20.0,RL,0.0,7000.0,none,3.0,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5.0,8.0,Gable,VinylSd,VinylSd,BrkFace,90.0,4.0,4.0,CBlock,3.0,3.0,No,ALQ,646.0,Unf,0.0,218.0,864.0,5.0,1.0,SBrkr,864.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,1.0,1.0,336.0,3.0,2.0,0.0,0.0,0.0,0.0,GdWo,jul,nine,WD,Normal,136500.0,31.0,4.0,31.0
20.0,RL,60.0,7024.0,none,4.0,Lvl,Inside,Edwards,Norm,1Fam,1Story,5.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,5.0,4.0,No,ALQ,980.0,Unf,0.0,110.0,1090.0,4.0,1.0,SBrkr,1090.0,0.0,1090.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,8.0,0.0,0.0,Attchd,3.0,2.0,450.0,3.0,2.0,0.0,49.0,0.0,0.0,none,jun,seven,WD,Normal,157000.0,2.0,1.0,2.0
50.0,RL,44.0,13758.0,none,3.0,Lvl,CulDSac,Timber,Norm,1Fam,1.5Fin,7.0,5.0,Gable,HdBoard,HdBoard,BrkFace,117.0,4.0,4.0,CBlock,4.0,3.0,1,LwQ,902.0,Unf,0.0,254.0,1156.0,5.0,1.0,SBrkr,1187.0,530.0,1717.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,8.0,1.0,3.0,Attchd,2.0,2.0,400.0,3.0,2.0,168.0,36.0,0.0,0.0,none,apr,seven,WD,Normal,187500.0,17.0,16.0,17.0
60.0,RL,0.0,9636.0,none,3.0,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6.0,5.0,Gable,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,808.0,808.0,4.0,1.0,SBrkr,808.0,785.0,1593.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,8.0,1.0,3.0,BuiltIn,2.0,2.0,389.0,3.0,2.0,342.0,40.0,0.0,0.0,MnPrv,dec,nine,WD,Normal,178000.0,17.0,16.0,16.0
75.0,RL,60.0,6204.0,none,4.0,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,4.0,5.0,Gable,Wd Sdng,Wd Sdng,None,0.0,4.0,3.0,PConc,3.0,2.0,No,Unf,0.0,Unf,0.0,795.0,795.0,3.0,0.0,SBrkr,954.0,795.0,2230.0,1.0,0.0,1.0,0.0,5.0,3.0,10.0,8.0,0.0,0.0,Detchd,1.0,1.0,440.0,3.0,2.0,0.0,188.0,0.0,0.0,none,mar,six,WD,Normal,118500.0,94.0,56.0,9.0
20.0,RL,65.0,7150.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,5.0,5.0,Gable,HdBoard,HdBoard,BrkFace,60.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,432.0,Unf,0.0,460.0,892.0,3.0,1.0,SBrkr,892.0,0.0,892.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,8.0,0.0,0.0,Attchd,2.0,1.0,288.0,3.0,2.0,0.0,0.0,0.0,0.0,GdWo,jul,nine,WD,Normal,100000.0,42.0,42.0,42.0
120.0,FV,50.0,5119.0,none,3.0,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,9.0,5.0,Gable,MetalSd,MetalSd,BrkFace,60.0,4.0,3.0,PConc,5.0,3.0,2,GLQ,1238.0,Unf,0.0,460.0,1698.0,5.0,1.0,SBrkr,1709.0,0.0,1709.0,1.0,0.0,2.0,0.0,2.0,4.0,5.0,8.0,1.0,3.0,Attchd,3.0,2.0,506.0,3.0,2.0,97.0,65.0,0.0,0.0,none,jan,eight,CWD,Abnorml,328900.0,9.0,8.0,9.0
90.0,RL,70.0,8393.0,none,4.0,Lvl,Corner,NAmes,Norm,Duplex,1Story,5.0,5.0,Gable,MetalSd,MetalSd,BrkFace,122.0,3.0,3.0,CBlock,3.0,3.0,No,LwQ,528.0,Unf,0.0,1098.0,1626.0,5.0,1.0,SBrkr,1712.0,0.0,1712.0,0.0,0.0,2.0,0.0,4.0,3.0,8.0,8.0,0.0,0.0,Attchd,3.0,2.0,588.0,3.0,2.0,272.0,54.0,0.0,0.0,none,jun,six,WD,Family,145000.0,47.0,1.0,1.0
50.0,RL,59.0,16466.0,none,3.0,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5.0,7.0,Gable,MetalSd,MetalSd,None,0.0,3.0,4.0,PConc,3.0,3.0,No,Unf,0.0,Unf,0.0,816.0,816.0,3.0,1.0,SBrkr,872.0,521.0,1393.0,0.0,0.0,1.0,1.0,3.0,3.0,8.0,8.0,0.0,0.0,Attchd,1.0,1.0,300.0,3.0,2.0,121.0,0.0,0.0,265.0,none,apr,eight,WD,Normal,135500.0,53.0,53.0,53.0
20.0,RL,95.0,15865.0,none,3.0,Lvl,Inside,NAmes,Norm,1Fam,1Story,8.0,6.0,Flat,Wd Sdng,Wd Sdng,None,0.0,4.0,4.0,PConc,3.0,4.0,3,ALQ,351.0,Rec,823.0,1043.0,2217.0,5.0,1.0,SBrkr,2217.0,0.0,2217.0,1.0,0.0,2.0,0.0,4.0,4.0,8.0,8.0,1.0,3.0,Attchd,1.0,2.0,621.0,3.0,2.0,81.0,207.0,0.0,224.0,none,oct,seven,WD,Normal,268000.0,37.0,37.0,37.0
20.0,RL,128.0,12160.0,none,4.0,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6.0,4.0,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,1024.0,Unf,0.0,481.0,1505.0,5.0,1.0,SBrkr,1505.0,0.0,1505.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,8.0,1.0,3.0,Attchd,2.0,2.0,505.0,3.0,2.0,0.0,0.0,0.0,0.0,none,feb,nine,WD,Normal,149500.0,56.0,56.0,56.0
50.0,RL,60.0,8064.0,none,4.0,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5.0,7.0,Gable,MetalSd,MetalSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,1,Unf,0.0,Unf,0.0,672.0,672.0,5.0,1.0,SBrkr,672.0,252.0,924.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,1.0,Detchd,1.0,2.0,576.0,3.0,2.0,0.0,0.0,0.0,0.0,MnPrv,jul,seven,WD,Normal,122900.0,58.0,1.0,4.0
60.0,RL,70.0,11184.0,none,4.0,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6.0,5.0,Hip,HdBoard,HdBoard,BrkFace,92.0,3.0,3.0,CBlock,3.0,3.0,No,LwQ,226.0,Rec,500.0,192.0,918.0,4.0,1.0,SBrkr,918.0,765.0,1683.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,8.0,1.0,3.0,Attchd,2.0,2.0,440.0,3.0,2.0,243.0,0.0,0.0,0.0,none,jul,nine,WD,Normal,172500.0,31.0,31.0,31.0
20.0,RL,70.0,8414.0,none,4.0,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6.0,8.0,Hip,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,No,GLQ,663.0,Unf,0.0,396.0,1059.0,3.0,1.0,SBrkr,1068.0,0.0,1068.0,0.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,Attchd,2.0,1.0,264.0,3.0,2.0,192.0,0.0,0.0,0.0,MnPrv,feb,six,WD,Normal,154500.0,43.0,3.0,43.0
20.0,RL,0.0,13284.0,none,4.0,Lvl,Inside,Sawyer,PosN,1Fam,1Story,5.0,5.0,Gable,Wd Sdng,Plywood,None,0.0,3.0,3.0,PConc,4.0,3.0,1,BLQ,1064.0,Unf,0.0,319.0,1383.0,3.0,1.0,SBrkr,1383.0,0.0,1383.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,4.0,Attchd,1.0,1.0,354.0,3.0,2.0,511.0,116.0,0.0,0.0,GdPrv,jun,eight,WD,Normal,165000.0,54.0,54.0,54.0
90.0,RL,64.0,7018.0,none,4.0,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5.0,5.0,Gable,Plywood,Plywood,None,0.0,3.0,3.0,Slab,0.0,0.0,0,none,0.0,none,0.0,0.0,0.0,3.0,1.0,SBrkr,1535.0,0.0,1535.0,0.0,0.0,2.0,0.0,4.0,3.0,8.0,8.0,0.0,0.0,Attchd,1.0,2.0,400.0,3.0,2.0,0.0,0.0,0.0,0.0,none,jun,nine,WD,Alloca,118858.0,30.0,30.0,30.0
60.0,RL,71.0,7056.0,none,4.0,Lvl,Inside,NAmes,Norm,1Fam,2Story,6.0,5.0,Hip,HdBoard,HdBoard,BrkFace,415.0,3.0,3.0,CBlock,3.0,3.0,No,BLQ,400.0,Unf,0.0,380.0,780.0,3.0,1.0,SBrkr,983.0,813.0,1796.0,1.0,0.0,1.0,1.0,4.0,3.0,8.0,8.0,1.0,3.0,Attchd,2.0,2.0,483.0,3.0,2.0,0.0,50.0,0.0,0.0,none,oct,eight,WD,Normal,140000.0,45.0,45.0,45.0
30.0,RM,50.0,8765.0,Grvl,4.0,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4.0,6.0,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,No,ALQ,285.0,Unf,0.0,666.0,951.0,5.0,0.0,SBrkr,951.0,0.0,951.0,0.0,0.0,1.0,0.0,2.0,3.0,6.0,8.0,0.0,0.0,Detchd,1.0,1.0,327.0,3.0,2.0,0.0,28.0,0.0,0.0,none,apr,six,WD,Abnorml,106500.0,70.0,56.0,70.0
